hour,day_of_week,rain_mm,road_type_enc,accident_rate_norm,speed_limit,school_zone,hospital_zone,ped_density_enc,lane_count,has_signal,traffic_vol_norm,incident_weight,cops_deployed,risk_label
0.391,0.167,0.200,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.846,0.000,0.300,54
0.000,0.167,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.154,0.000,0.100,40
0.000,0.167,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.155,0.000,0.200,56
0.783,0.833,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.774,0.000,0.300,42
0.913,0.167,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.147,0.000,0.200,41
0.000,0.167,0.200,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.123,0.000,0.400,16
0.652,0.833,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.490,0.000,0.300,35
0.130,0.833,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.148,0.000,0.000,32
0.913,0.833,0.000,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.146,0.000,0.200,29
0.130,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.156,0.000,0.200,25
0.522,0.167,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.598,0.000,0.200,51
0.261,0.833,0.200,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.311,0.000,0.100,39
0.783,0.167,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.820,0.000,0.400,64
0.522,0.833,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.513,0.000,0.300,29
0.783,0.833,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.992,0.000,0.100,73
0.783,0.833,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.973,0.000,0.400,55
0.913,0.167,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.142,0.000,0.000,40
0.261,0.833,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.415,0.000,0.200,35
0.391,0.167,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.841,0.000,0.300,56
0.261,0.167,0.000,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.300,0.000,0.000,34
0.652,0.167,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.597,0.000,0.200,51
0.261,0.833,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.394,0.000,0.200,42
0.000,0.833,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.131,0.000,0.000,40
0.130,0.167,0.200,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.135,0.000,0.400,39
0.913,0.167,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.148,0.000,0.200,43
0.913,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.141,0.000,0.100,37
0.652,0.167,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.555,0.000,0.400,52
0.261,0.167,0.200,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.356,0.000,0.200,34
0.652,0.167,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.518,0.000,0.000,71
0.652,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.551,0.000,0.000,51
0.000,0.833,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.124,0.000,0.100,33
0.000,0.833,0.000,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.112,0.000,0.000,26
0.261,0.833,0.000,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.434,0.000,0.000,47
0.130,0.167,0.000,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.116,0.000,0.000,47
0.391,0.833,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.951,0.000,0.200,57
0.783,0.833,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,1.000,0.000,0.100,46
0.391,0.833,0.200,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.745,0.000,0.100,55
0.000,0.167,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.131,0.000,0.100,46
0.522,0.167,0.000,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.477,0.000,0.100,50
0.000,0.833,0.200,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.125,0.000,0.400,28
0.391,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.926,0.000,0.100,49
0.913,0.167,0.200,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.132,0.000,0.400,40
0.391,0.167,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.902,0.000,0.200,68
0.391,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.844,0.000,0.100,62
0.130,0.167,0.000,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.146,0.000,0.100,48
0.652,0.833,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.568,0.000,0.000,42
0.783,0.167,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.873,0.000,0.100,58
0.261,0.833,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.326,0.000,0.000,37
0.652,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.516,0.000,0.000,43
0.261,0.167,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.342,0.000,0.000,47
0.522,0.833,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.519,0.000,0.000,56
0.130,0.167,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.143,0.000,0.200,32
0.522,0.167,0.200,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.547,0.000,0.400,33
0.130,0.167,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.152,0.000,0.000,38
0.391,0.833,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.745,0.000,0.000,52
0.261,0.167,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.382,0.000,0.400,44
0.652,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.659,0.000,0.300,45
0.652,0.167,0.000,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.477,0.000,0.300,42
0.913,0.167,0.200,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.138,0.000,0.200,40
0.652,0.833,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.568,0.000,0.200,31
0.783,0.833,0.000,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.887,0.000,0.100,58
0.652,0.833,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.557,0.000,0.400,45
0.261,0.833,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.382,0.000,0.300,34
0.522,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.515,0.000,0.300,36
0.130,0.833,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.142,0.000,0.300,29
0.913,0.167,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.126,0.000,0.100,40
0.391,0.833,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.881,0.000,0.100,64
0.391,0.167,0.200,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.841,0.000,0.400,66
0.652,0.833,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.487,0.000,0.200,44
0.000,0.833,0.200,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.121,0.000,0.400,36
0.261,0.167,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.382,0.000,0.100,43
0.391,0.833,0.000,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.795,0.000,0.100,55
0.130,0.167,0.000,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.131,0.000,0.000,48
0.000,0.167,0.200,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.112,0.000,0.400,27
0.261,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.340,0.000,0.100,30
0.000,0.833,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.133,0.000,0.300,25
0.913,0.833,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.143,0.000,0.000,27
0.261,0.167,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.380,0.000,0.000,39
0.652,0.833,0.200,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.617,0.000,0.200,35
0.783,0.167,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.774,0.000,0.200,63
0.391,0.833,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.879,0.000,0.100,60
0.652,0.167,0.000,0.600,0.367,0.800,0.000,0.000,1.000,0.250,1.000,0.539,0.000,0.200,42
0.783,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.917,0.000,0.100,58
0.000,0.833,0.000,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.133,0.000,0.300,32
0.652,0.167,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.490,0.000,0.300,42
0.783,0.833,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.927,0.000,0.300,66
0.783,0.167,0.200,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,1.000,0.000,0.400,65
0.130,0.833,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.149,0.000,0.100,30
0.913,0.833,0.200,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.145,0.000,0.200,34
0.522,0.833,0.200,0.600,0.267,0.800,0.000,0.000,0.667,0.250,0.000,0.569,0.000,0.200,29
0.783,0.833,0.000,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.867,0.000,0.100,52
0.000,0.833,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.127,0.000,0.200,37
0.000,0.167,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.127,0.000,0.000,24
0.652,0.833,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.574,0.000,0.200,40
0.783,0.167,0.200,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,1.000,0.000,0.100,59
0.391,0.167,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.836,0.000,0.300,72
0.913,0.167,0.000,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.135,0.000,0.200,32
0.913,0.833,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.126,0.000,0.300,31
0.913,0.833,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.142,0.000,0.200,31
0.130,0.833,0.000,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.157,0.000,0.100,39
0.913,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.157,0.000,0.300,28
0.130,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.144,0.000,0.000,31
0.130,0.167,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.126,0.000,0.300,21
0.130,0.167,0.000,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.128,0.000,0.300,38
0.522,0.833,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.542,0.000,0.300,38
0.130,0.833,0.200,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.142,0.000,0.400,30
0.522,0.833,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.457,0.000,0.300,37
0.391,0.833,0.000,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,1.000,0.000,0.200,57
0.913,0.167,0.000,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.146,0.000,0.300,34
0.652,0.833,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.467,0.000,0.300,41
0.913,0.833,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.132,0.000,0.400,43
0.652,0.167,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.490,0.000,0.400,45
0.522,0.833,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.556,0.000,0.000,39
0.391,0.833,0.200,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.841,0.000,0.300,56
0.913,0.833,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.156,0.000,0.200,21
0.783,0.167,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.927,0.000,0.400,77
0.913,0.833,0.000,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.129,0.000,0.200,24
0.391,0.833,0.200,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,0.738,0.000,0.300,39
0.783,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.917,0.000,0.200,51
0.652,0.833,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.568,0.000,0.100,43
0.652,0.833,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.490,0.000,0.400,37
0.652,0.833,0.000,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.583,0.000,0.000,46
0.913,0.167,0.000,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.148,0.000,0.100,42
0.000,0.167,0.000,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.145,0.000,0.300,40
0.391,0.833,0.200,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.926,0.000,0.200,51
0.783,0.167,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.919,0.000,0.300,66
0.391,0.167,0.000,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.735,0.000,0.300,63
0.913,0.167,0.200,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.151,0.000,0.200,30
0.000,0.833,0.000,0.800,0.200,0.500,0.000,0.000,0.333,0.500,1.000,0.123,0.000,0.300,12
0.913,0.833,0.000,0.800,0.633,0.500,0.000,0.000,0.333,0.500,0.000,0.145,0.000,0.100,33
0.130,0.833,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.127,0.000,0.300,31
0.783,0.167,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.936,0.000,0.300,81
0.130,0.833,0.200,1.000,0.600,0.500,1.000,0.000,1.000,0.500,1.000,0.131,0.000,0.300,39
0.261,0.167,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.415,0.000,0.000,42
0.000,0.167,0.000,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.123,0.000,0.200,30
0.652,0.167,0.200,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.641,0.000,0.400,45
0.783,0.833,0.000,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.993,0.000,0.100,48
0.652,0.167,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.467,0.000,0.300,49
0.130,0.167,0.200,1.000,0.500,0.500,0.000,0.000,0.667,0.500,1.000,0.144,0.000,0.200,36
0.522,0.167,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.593,0.000,0.200,55
0.000,0.167,0.200,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.127,0.000,0.300,33
0.000,0.833,0.000,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.126,0.000,0.000,33
0.913,0.833,0.200,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.129,0.000,0.300,25
0.652,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.622,0.000,0.000,51
0.000,0.167,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.131,0.000,0.200,48
0.522,0.167,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.519,0.000,0.100,38
0.261,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.390,0.000,0.300,35
0.913,0.833,0.200,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.128,0.000,0.300,32
0.000,0.833,0.000,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.148,0.000,0.200,32
0.000,0.167,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.154,0.000,0.000,39
0.652,0.833,0.200,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.593,0.000,0.400,41
0.522,0.167,0.000,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.556,0.000,0.100,45
0.522,0.833,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.552,0.000,0.100,44
0.391,0.833,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.960,0.000,0.000,50
0.652,0.167,0.200,1.000,0.533,0.500,1.000,0.000,0.667,0.500,1.000,0.509,0.000,0.100,59
0.783,0.833,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,1.000,0.000,0.300,63
0.130,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.145,0.000,0.200,25
0.000,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.148,0.000,0.000,38
0.652,0.167,0.200,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.615,0.000,0.200,58
0.522,0.167,0.000,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.600,0.000,0.000,43
0.261,0.833,0.000,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.361,0.000,0.100,40
0.130,0.833,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.146,0.000,0.300,35
0.130,0.833,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.134,0.000,0.300,20
0.522,0.833,0.000,1.000,0.467,0.500,0.000,0.000,0.667,0.500,1.000,0.656,0.000,0.200,44
0.783,0.167,0.000,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.927,0.000,0.300,72
0.913,0.833,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.147,0.000,0.400,31
0.522,0.167,0.200,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.584,0.000,0.400,48
0.652,0.833,0.000,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.626,0.000,0.300,33
0.913,0.833,0.200,0.800,0.667,0.500,0.000,0.000,0.333,0.500,0.000,0.126,0.000,0.400,32
0.652,0.833,0.200,0.800,0.800,0.300,0.000,0.000,0.333,0.750,1.000,0.555,0.000,0.400,44
0.000,0.833,0.000,1.000,0.933,0.300,0.000,1.000,1.000,0.750,1.000,0.155,0.000,0.200,48
0.261,0.833,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.321,0.000,0.200,33
0.261,0.167,0.200,1.000,0.467,0.500,1.000,0.000,0.667,0.500,1.000,0.326,0.000,0.300,43
0.391,0.833,0.000,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.812,0.000,0.200,52
0.522,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.539,0.000,0.300,41
0.913,0.833,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.114,0.000,0.200,31
0.522,0.833,0.000,1.000,0.333,0.500,0.000,0.000,0.333,0.500,1.000,0.546,0.000,0.100,31
0.783,0.167,0.200,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.845,0.000,0.100,70
0.000,0.833,0.200,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.128,0.000,0.100,33
0.783,0.833,0.200,0.800,0.733,0.500,0.000,0.000,0.333,0.500,0.000,0.776,0.000,0.400,51
0.522,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.509,0.000,0.300,37
0.783,0.167,0.200,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.817,0.000,0.200,63
0.783,0.167,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.973,0.000,0.200,69
0.000,0.833,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.125,0.000,0.300,27
0.000,0.833,0.200,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.136,0.000,0.100,40
0.913,0.833,0.000,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.131,0.000,0.300,25
0.783,0.833,0.200,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.774,0.000,0.400,44
0.391,0.833,0.200,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.836,0.000,0.200,67
0.913,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.157,0.000,0.200,27
0.261,0.833,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.334,0.000,0.100,33
0.000,0.167,0.200,1.000,0.533,0.500,0.000,1.000,1.000,0.500,1.000,0.128,0.000,0.300,44
0.783,0.167,0.000,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,1.000,0.000,0.000,52
0.652,0.833,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.564,0.000,0.100,34
0.652,0.833,0.200,0.600,0.400,0.800,0.000,0.000,1.000,0.250,1.000,0.641,0.000,0.200,41
0.783,0.833,0.200,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.873,0.000,0.200,52
0.261,0.167,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.321,0.000,0.100,41
0.391,0.833,0.200,1.000,0.633,0.500,0.000,1.000,0.667,0.500,1.000,0.795,0.000,0.200,58
0.652,0.833,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.653,0.000,0.000,49
0.913,0.833,0.000,0.900,0.267,0.800,1.000,0.000,1.000,0.250,1.000,0.138,0.000,0.100,33
0.913,0.167,0.200,0.800,0.567,0.500,0.000,0.000,0.333,0.500,0.000,0.151,0.000,0.400,33
0.130,0.167,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.145,0.000,0.100,36
0.000,0.833,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.154,0.000,0.200,32
0.652,0.833,0.000,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.622,0.000,0.200,40
0.391,0.167,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.821,0.000,0.200,64
0.391,0.833,0.200,0.600,0.233,0.500,0.000,0.000,0.333,0.500,1.000,0.914,0.000,0.100,48
0.652,0.167,0.000,1.000,0.733,0.300,0.000,0.000,1.000,0.750,1.000,0.509,0.000,0.000,57
0.913,0.833,0.000,1.000,0.500,0.500,1.000,0.000,0.667,0.500,1.000,0.128,0.000,0.200,31
0.391,0.833,0.200,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.951,0.000,0.300,60
0.652,0.833,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.659,0.000,0.200,36
0.652,0.167,0.000,0.600,0.300,0.500,0.000,0.000,0.667,0.500,1.000,0.570,0.000,0.100,38
0.783,0.833,0.000,1.000,0.667,0.500,0.000,0.000,0.667,0.500,1.000,0.903,0.000,0.100,62
0.652,0.167,0.000,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.610,0.000,0.200,55
0.391,0.167,0.200,0.900,0.200,0.800,0.000,1.000,1.000,0.250,1.000,0.856,0.000,0.200,63
0.913,0.167,0.000,1.000,0.300,0.500,0.000,0.000,0.333,0.500,1.000,0.143,0.000,0.200,29
0.913,0.833,0.000,1.000,0.600,0.500,0.000,0.000,0.667,0.500,1.000,0.131,0.000,0.300,33
0.522,0.167,0.200,1.000,0.433,0.500,0.000,0.000,0.667,0.500,1.000,0.553,0.000,0.200,48
0.261,0.167,0.000,0.800,0.833,0.500,0.000,0.000,0.333,0.500,1.000,0.320,0.000,0.300,45
0.000,0.833,0.200,0.900,0.333,0.500,1.000,0.000,1.000,0.500,1.000,0.148,0.000,0.300,33
0.000,0.167,0.200,1.000,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.130,0.000,0.400,35
0.391,0.833,0.200,1.000,0.667,0.300,0.000,0.000,1.000,0.750,1.000,0.735,0.000,0.300,57
0.000,0.167,0.000,0.800,0.867,0.300,0.000,0.000,0.333,0.750,1.000,0.121,0.000,0.100,44
0.000,0.167,0.200,1.000,0.700,0.500,0.000,0.000,0.667,0.500,1.000,0.124,0.000,0.100,44
0.000,0.167,0.200,1.000,0.400,0.500,1.000,0.000,0.667,0.500,1.000,0.130,0.000,0.300,40
0.391,0.833,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.898,0.000,0.400,50
0.130,0.833,0.200,0.600,0.500,0.500,0.000,0.000,1.000,0.500,1.000,0.126,0.000,0.100,28
0.522,0.833,0.000,0.500,0.400,0.500,0.000,0.000,0.667,0.500,1.000,0.484,0.000,0.300,25
0.391,0.167,0.000,0.600,0.600,0.800,0.000,0.000,1.000,0.250,1.000,0.745,0.000,0.100,60
0.522,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.333,0.500,1.000,0.600,0.000,0.100,38
0.652,0.167,0.200,1.000,0.567,0.500,0.000,0.000,0.667,0.500,1.000,0.574,0.000,0.300,51
0.261,0.167,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.390,0.000,0.400,37
0.783,0.833,0.000,0.600,0.300,0.800,0.000,0.000,0.667,0.250,0.000,1.000,0.000,0.000,47
0.391,0.167,0.000,1.000,0.433,0.500,0.000,0.000,0.333,0.500,1.000,0.926,0.000,0.200,57
0.391,0.833,0.000,0.600,0.333,0.500,0.000,1.000,1.000,0.500,1.000,0.781,0.000,0.300,46
0.783,0.833,0.200,1.000,0.367,0.500,0.000,0.000,0.667,0.500,1.000,0.911,0.000,0.400,51
0.652,0.833,0.200,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.507,0.000,0.300,44
0.261,0.833,0.000,1.000,0.533,0.500,0.000,0.000,0.667,0.500,1.000,0.447,0.000,0.000,43
0.130,0.833,0.000,0.600,0.233,0.800,0.000,1.000,0.667,0.250,1.000,0.115,0.000,0.200,22
0.652,0.833,0.000,1.000,0.333,0.500,1.000,0.000,0.667,0.500,1.000,0.520,0.000,0.300,36
0.000,0.167,0.200,0.600,0.467,0.500,0.000,0.000,1.000,0.500,1.000,0.129,0.000,0.100,39
